ID,Class
4564,street_music
4565,street_music
4567,engine_idling
4576,children_playing
4577,engine_idling
4579,dog_bark
4580,engine_idling
4582,jackhammer
4586,dog_bark
4587,dog_bark
4588,engine_idling
4590,engine_idling
4591,children_playing
4593,jackhammer
4594,siren
4596,street_music
4597,engine_idling
4600,dog_bark
4603,jackhammer
4605,engine_idling
4606,dog_bark
4608,street_music
4615,dog_bark
4620,air_conditioner
4621,siren
4624,dog_bark
4626,siren
4627,engine_idling
4631,jackhammer
4638,street_music
4639,jackhammer
4642,children_playing
4644,gun_shot
4649,engine_idling
4654,engine_idling
4656,dog_bark
4660,air_conditioner
4664,jackhammer
4670,jackhammer
4671,dog_bark
4673,jackhammer
4675,street_music
4678,engine_idling
4681,engine_idling
4687,siren
4689,dog_bark
4691,children_playing
4694,dog_bark
4696,air_conditioner
4699,dog_bark
4700,drilling
4701,siren
4706,dog_bark
4709,siren
4710,drilling
4711,engine_idling
4712,air_conditioner
4713,air_conditioner
4717,children_playing
4719,siren
4720,engine_idling
4727,street_music
4731,air_conditioner
4734,jackhammer
4738,dog_bark
4744,street_music
4751,engine_idling
4757,jackhammer
4760,engine_idling
4761,street_music
4765,air_conditioner
4768,jackhammer
4771,children_playing
4772,engine_idling
4773,dog_bark
4774,engine_idling
4777,dog_bark
4779,engine_idling
4780,siren
4782,jackhammer
4797,engine_idling
4798,engine_idling
4802,dog_bark
4808,drilling
4809,dog_bark
4811,dog_bark
4812,children_playing
4813,jackhammer
4814,car_horn
4815,siren
4816,engine_idling
4817,air_conditioner
4818,siren
4819,engine_idling
4825,street_music
4831,siren
4838,car_horn
4841,siren
4845,engine_idling
4848,air_conditioner
4849,engine_idling
4850,engine_idling
4855,dog_bark
4856,jackhammer
4859,drilling
4862,siren
4865,children_playing
4868,drilling
4869,air_conditioner
4871,engine_idling
4872,children_playing
4874,jackhammer
4875,car_horn
4876,engine_idling
4878,children_playing
4882,street_music
4885,children_playing
4891,dog_bark
4892,children_playing
4893,engine_idling
4897,dog_bark
4898,dog_bark
4901,children_playing
4908,dog_bark
4910,engine_idling
4915,engine_idling
4922,engine_idling
4929,jackhammer
4930,street_music
4932,children_playing
4933,car_horn
4935,engine_idling
4936,dog_bark
4939,children_playing
4941,engine_idling
4944,jackhammer
4946,engine_idling
4949,engine_idling
4951,engine_idling
4954,street_music
4955,dog_bark
4957,engine_idling
4958,dog_bark
4967,engine_idling
4969,street_music
4971,engine_idling
4975,children_playing
4977,jackhammer
4978,children_playing
4979,street_music
4980,street_music
4981,air_conditioner
4982,children_playing
4983,engine_idling
4987,jackhammer
4995,engine_idling
4998,engine_idling
4999,drilling
5000,engine_idling
5006,car_horn
5007,children_playing
5008,gun_shot
5009,children_playing
5012,jackhammer
5014,jackhammer
5015,street_music
5016,siren
5018,engine_idling
5020,engine_idling
5024,drilling
5026,siren
5027,street_music
5030,car_horn
5036,dog_bark
5039,engine_idling
5041,dog_bark
5047,street_music
5048,air_conditioner
5050,engine_idling
5053,street_music
5054,car_horn
5056,car_horn
5061,dog_bark
5062,drilling
5066,air_conditioner
5070,siren
5078,engine_idling
5079,engine_idling
5080,drilling
5083,engine_idling
5086,dog_bark
5087,gun_shot
5090,car_horn
5091,dog_bark
5093,siren
5097,street_music
5098,air_conditioner
5101,air_conditioner
5102,drilling
5104,engine_idling
5105,jackhammer
5108,street_music
5111,siren
5113,engine_idling
5115,air_conditioner
5116,street_music
5120,dog_bark
5123,car_horn
5124,dog_bark
5126,siren
5131,street_music
5136,gun_shot
5137,jackhammer
5139,jackhammer
5143,gun_shot
5144,engine_idling
5145,jackhammer
5150,dog_bark
5152,siren
5153,engine_idling
5155,dog_bark
5156,engine_idling
5160,engine_idling
5161,street_music
5162,jackhammer
5163,dog_bark
5164,jackhammer
5166,siren
5167,engine_idling
5168,jackhammer
5170,jackhammer
5179,siren
5182,children_playing
5184,siren
5185,street_music
5187,children_playing
5192,air_conditioner
5193,dog_bark
5194,dog_bark
5197,siren
5203,car_horn
5204,air_conditioner
5207,dog_bark
5208,jackhammer
5212,children_playing
5213,engine_idling
5215,engine_idling
5220,engine_idling
5222,street_music
5224,air_conditioner
5229,jackhammer
5230,engine_idling
5231,children_playing
5232,dog_bark
5235,engine_idling
5238,street_music
5240,air_conditioner
5242,street_music
5245,children_playing
5249,street_music
5250,children_playing
5252,jackhammer
5254,jackhammer
5256,children_playing
5258,siren
5260,dog_bark
5261,dog_bark
5267,air_conditioner
5269,dog_bark
5273,engine_idling
5274,dog_bark
5275,jackhammer
5276,siren
5280,jackhammer
5282,engine_idling
5285,siren
5286,dog_bark
5287,jackhammer
5288,children_playing
5293,engine_idling
5295,air_conditioner
5296,drilling
5298,engine_idling
5300,siren
5301,dog_bark
5303,drilling
5305,air_conditioner
5306,air_conditioner
5311,street_music
5317,car_horn
5318,engine_idling
5325,car_horn
5327,dog_bark
5330,dog_bark
5332,dog_bark
5334,air_conditioner
5335,dog_bark
5337,gun_shot
5339,children_playing
5341,car_horn
5342,street_music
5346,dog_bark
5349,children_playing
5354,children_playing
5355,engine_idling
5358,engine_idling
5362,car_horn
5363,car_horn
5365,street_music
5366,dog_bark
5367,engine_idling
5368,children_playing
5372,engine_idling
5375,engine_idling
5377,engine_idling
5379,car_horn
5381,drilling
5383,dog_bark
5386,engine_idling
5387,siren
5388,children_playing
5392,street_music
5393,engine_idling
5396,children_playing
5399,street_music
5401,siren
5402,jackhammer
5404,engine_idling
5408,air_conditioner
5410,jackhammer
5413,car_horn
5419,car_horn
5420,siren
5421,car_horn
5422,jackhammer
5424,engine_idling
5425,air_conditioner
5428,jackhammer
5430,jackhammer
5431,air_conditioner
5434,children_playing
5439,engine_idling
5440,siren
5442,children_playing
5443,engine_idling
5446,dog_bark
5449,engine_idling
5450,jackhammer
5451,air_conditioner
5453,engine_idling
5454,drilling
5455,engine_idling
5457,gun_shot
5458,engine_idling
5462,air_conditioner
5463,children_playing
5464,street_music
5467,engine_idling
5468,dog_bark
5469,dog_bark
5470,jackhammer
5471,dog_bark
5474,dog_bark
5475,street_music
5478,siren
5479,engine_idling
5482,street_music
5484,air_conditioner
5485,street_music
5490,jackhammer
5491,dog_bark
5496,street_music
5500,drilling
5501,air_conditioner
5502,jackhammer
5506,drilling
5510,engine_idling
5516,gun_shot
5517,dog_bark
5520,siren
5525,siren
5527,air_conditioner
5529,car_horn
5531,engine_idling
5532,dog_bark
5536,jackhammer
5538,engine_idling
5539,dog_bark
5541,drilling
5549,jackhammer
5550,engine_idling
5551,jackhammer
5552,children_playing
5555,jackhammer
5563,street_music
5567,engine_idling
5568,air_conditioner
5569,children_playing
5573,air_conditioner
5575,engine_idling
5576,engine_idling
5578,siren
5579,engine_idling
5580,air_conditioner
5581,engine_idling
5584,children_playing
5590,street_music
5591,jackhammer
5593,drilling
5595,jackhammer
5596,jackhammer
5602,air_conditioner
5603,engine_idling
5604,children_playing
5606,jackhammer
5608,engine_idling
5617,children_playing
5618,engine_idling
5620,street_music
5621,dog_bark
5622,air_conditioner
5629,street_music
5630,street_music
5632,car_horn
5633,jackhammer
5636,siren
5643,dog_bark
5646,jackhammer
5647,street_music
5648,air_conditioner
5651,children_playing
5656,engine_idling
5657,engine_idling
5665,street_music
5666,dog_bark
5667,dog_bark
5674,jackhammer
5675,engine_idling
5677,children_playing
5679,air_conditioner
5685,engine_idling
5686,engine_idling
5688,dog_bark
5693,jackhammer
5694,jackhammer
5696,engine_idling
5700,drilling
5703,gun_shot
5708,dog_bark
5717,gun_shot
5718,drilling
5720,children_playing
5727,engine_idling
5728,jackhammer
5729,air_conditioner
5737,dog_bark
5738,drilling
5743,street_music
5747,air_conditioner
5748,engine_idling
5749,children_playing
5752,engine_idling
5753,children_playing
5754,drilling
5756,dog_bark
5759,gun_shot
5766,dog_bark
5775,car_horn
5776,jackhammer
5777,jackhammer
5779,dog_bark
5781,siren
5782,engine_idling
5785,engine_idling
5787,air_conditioner
5789,dog_bark
5792,engine_idling
5793,children_playing
5794,engine_idling
5795,jackhammer
5797,air_conditioner
5798,children_playing
5801,engine_idling
5803,dog_bark
5804,engine_idling
5805,siren
5807,siren
5809,engine_idling
5810,jackhammer
5811,children_playing
5812,street_music
5814,air_conditioner
5819,dog_bark
5821,drilling
5823,dog_bark
5828,drilling
5830,jackhammer
5831,engine_idling
5834,dog_bark
5836,gun_shot
5838,dog_bark
5839,children_playing
5843,siren
5845,children_playing
5846,street_music
5849,siren
5853,car_horn
5855,jackhammer
5860,engine_idling
5861,jackhammer
5866,engine_idling
5868,street_music
5872,air_conditioner
5873,siren
5875,drilling
5878,engine_idling
5880,car_horn
5883,street_music
5884,engine_idling
5885,drilling
5894,drilling
5895,gun_shot
5896,engine_idling
5898,dog_bark
5899,dog_bark
5905,children_playing
5910,air_conditioner
5911,dog_bark
5913,children_playing
5916,engine_idling
5919,air_conditioner
5920,engine_idling
5923,engine_idling
5924,gun_shot
5929,engine_idling
5930,air_conditioner
5931,dog_bark
5935,jackhammer
5938,jackhammer
5939,siren
5945,engine_idling
5946,children_playing
5955,car_horn
5956,dog_bark
5958,dog_bark
5959,air_conditioner
5961,engine_idling
5965,siren
5967,street_music
5969,siren
5970,children_playing
5971,dog_bark
5972,engine_idling
5973,street_music
5974,dog_bark
5975,drilling
5978,air_conditioner
5979,dog_bark
5981,engine_idling
5986,siren
5987,drilling
5991,drilling
5993,jackhammer
5998,engine_idling
6000,engine_idling
6006,engine_idling
6008,drilling
6011,engine_idling
6018,dog_bark
6024,dog_bark
6028,engine_idling
6032,engine_idling
6036,engine_idling
6037,siren
6038,car_horn
6039,dog_bark
6042,jackhammer
6043,air_conditioner
6044,dog_bark
6045,jackhammer
6048,car_horn
6052,siren
6057,jackhammer
6058,engine_idling
6060,street_music
6062,engine_idling
6064,street_music
6065,street_music
6067,car_horn
6069,drilling
6071,jackhammer
6073,street_music
6075,engine_idling
6076,engine_idling
6078,street_music
6084,street_music
6090,air_conditioner
6093,siren
6097,car_horn
6102,dog_bark
6105,drilling
6106,dog_bark
6110,street_music
6111,street_music
6112,dog_bark
6113,car_horn
6114,dog_bark
6122,street_music
6124,jackhammer
6125,dog_bark
6126,engine_idling
6127,jackhammer
6128,engine_idling
6135,engine_idling
6143,jackhammer
6146,children_playing
6147,engine_idling
6148,jackhammer
6150,jackhammer
6155,gun_shot
6157,air_conditioner
6164,jackhammer
6166,children_playing
6167,jackhammer
6168,gun_shot
6176,air_conditioner
6178,air_conditioner
6182,car_horn
6184,siren
6185,engine_idling
6186,drilling
6190,engine_idling
6192,children_playing
6195,engine_idling
6199,siren
6200,street_music
6201,siren
6202,engine_idling
6203,engine_idling
6207,gun_shot
6208,siren
6209,engine_idling
6216,siren
6218,siren
6221,air_conditioner
6223,engine_idling
6225,jackhammer
6226,jackhammer
6228,dog_bark
6231,dog_bark
6233,air_conditioner
6236,street_music
6237,air_conditioner
6238,children_playing
6240,drilling
6242,dog_bark
6246,engine_idling
6250,engine_idling
6251,street_music
6252,jackhammer
6253,engine_idling
6254,jackhammer
6257,drilling
6261,engine_idling
6264,street_music
6267,children_playing
6269,engine_idling
6273,street_music
6275,street_music
6276,dog_bark
6277,children_playing
6280,engine_idling
6281,street_music
6285,drilling
6289,engine_idling
6299,engine_idling
6301,drilling
6302,engine_idling
6303,street_music
6306,dog_bark
6307,engine_idling
6312,dog_bark
6313,air_conditioner
6315,street_music
6316,children_playing
6320,drilling
6325,drilling
6330,air_conditioner
6334,dog_bark
6342,siren
6344,dog_bark
6349,engine_idling
6350,street_music
6352,engine_idling
6353,air_conditioner
6356,car_horn
6360,children_playing
6361,engine_idling
6362,drilling
6363,engine_idling
6365,engine_idling
6368,jackhammer
6369,street_music
6373,engine_idling
6383,children_playing
6384,engine_idling
6385,siren
6386,car_horn
6388,siren
6390,air_conditioner
6391,siren
6396,engine_idling
6397,dog_bark
6398,engine_idling
6399,drilling
6400,engine_idling
6401,street_music
6405,engine_idling
6406,engine_idling
6407,street_music
6410,engine_idling
6415,jackhammer
6419,engine_idling
6421,engine_idling
6425,air_conditioner
6428,engine_idling
6429,street_music
6430,engine_idling
6433,dog_bark
6438,drilling
6439,drilling
6444,engine_idling
6447,dog_bark
6458,siren
6465,jackhammer
6470,dog_bark
6471,engine_idling
6472,engine_idling
6476,jackhammer
6479,drilling
6481,engine_idling
6482,children_playing
6485,engine_idling
6488,street_music
6489,children_playing
6491,jackhammer
6492,jackhammer
6494,air_conditioner
6495,dog_bark
6499,street_music
6501,drilling
6503,siren
6504,siren
6513,dog_bark
6514,siren
6519,air_conditioner
6525,air_conditioner
6526,engine_idling
6532,jackhammer
6533,engine_idling
6538,dog_bark
6539,dog_bark
6540,engine_idling
6541,street_music
6545,children_playing
6554,engine_idling
6561,engine_idling
6564,engine_idling
6567,engine_idling
6569,siren
6571,jackhammer
6576,engine_idling
6577,dog_bark
6578,car_horn
6581,engine_idling
6582,engine_idling
6584,engine_idling
6585,street_music
6586,car_horn
6587,siren
6588,street_music
6590,dog_bark
6591,dog_bark
6593,siren
6594,gun_shot
6597,jackhammer
6598,air_conditioner
6601,siren
6605,dog_bark
6611,engine_idling
6612,dog_bark
6613,dog_bark
6615,dog_bark
6617,engine_idling
6622,car_horn
6624,gun_shot
6625,engine_idling
6627,street_music
6632,children_playing
6636,engine_idling
6639,engine_idling
6645,engine_idling
6646,engine_idling
6650,street_music
6657,car_horn
6658,dog_bark
6663,engine_idling
6666,jackhammer
6669,street_music
6670,drilling
6672,children_playing
6673,siren
6675,jackhammer
6678,air_conditioner
6680,gun_shot
6682,children_playing
6684,dog_bark
6685,siren
6686,engine_idling
6687,air_conditioner
6688,jackhammer
6690,engine_idling
6695,engine_idling
6697,dog_bark
6699,air_conditioner
6700,siren
6701,children_playing
6702,siren
6704,gun_shot
6705,jackhammer
6706,engine_idling
6707,children_playing
6709,children_playing
6711,dog_bark
6713,air_conditioner
6718,children_playing
6720,dog_bark
6727,engine_idling
6733,engine_idling
6743,siren
6744,engine_idling
6745,air_conditioner
6751,engine_idling
6756,engine_idling
6758,street_music
6761,siren
6762,gun_shot
6766,street_music
6776,car_horn
6780,jackhammer
6784,jackhammer
6785,air_conditioner
6787,air_conditioner
6788,air_conditioner
6789,siren
6794,drilling
6795,dog_bark
6796,jackhammer
6798,engine_idling
6799,dog_bark
6801,air_conditioner
6803,drilling
6805,dog_bark
6806,engine_idling
6807,siren
6808,engine_idling
6809,engine_idling
6814,street_music
6825,street_music
6827,dog_bark
6828,children_playing
6833,siren
6834,car_horn
6838,engine_idling
6842,jackhammer
6843,siren
6845,engine_idling
6848,siren
6849,jackhammer
6854,dog_bark
6858,dog_bark
6859,engine_idling
6861,children_playing
6862,air_conditioner
6863,drilling
6867,engine_idling
6868,air_conditioner
6870,air_conditioner
6873,dog_bark
6874,children_playing
6876,engine_idling
6884,engine_idling
6885,dog_bark
6887,jackhammer
6890,siren
6894,air_conditioner
6897,drilling
6899,dog_bark
6904,street_music
6905,engine_idling
6913,engine_idling
6916,dog_bark
6917,engine_idling
6919,street_music
6921,gun_shot
6924,jackhammer
6927,street_music
6930,engine_idling
6936,engine_idling
6940,engine_idling
6941,street_music
6944,children_playing
6950,children_playing
6951,engine_idling
6952,air_conditioner
6953,air_conditioner
6957,children_playing
6959,siren
6960,engine_idling
6962,street_music
6964,children_playing
6968,gun_shot
6972,engine_idling
6978,gun_shot
6980,dog_bark
6983,street_music
6987,siren
6988,dog_bark
6989,engine_idling
6994,children_playing
6995,air_conditioner
6996,engine_idling
6997,dog_bark
7011,children_playing
7021,drilling
7023,children_playing
7024,street_music
7033,car_horn
7034,engine_idling
7037,siren
7038,air_conditioner
7043,air_conditioner
7044,drilling
7045,engine_idling
7047,engine_idling
7050,engine_idling
7056,engine_idling
7058,engine_idling
7071,air_conditioner
7080,street_music
7089,dog_bark
7090,street_music
7092,dog_bark
7093,dog_bark
7097,engine_idling
7098,dog_bark
7099,dog_bark
7101,engine_idling
7102,car_horn
7103,dog_bark
7104,dog_bark
7106,engine_idling
7117,children_playing
7119,siren
7120,jackhammer
7122,car_horn
7123,siren
7125,engine_idling
7127,siren
7128,engine_idling
7130,engine_idling
7132,dog_bark
7134,car_horn
7135,drilling
7139,street_music
7146,car_horn
7147,dog_bark
7152,engine_idling
7158,dog_bark
7160,jackhammer
7164,street_music
7165,engine_idling
7166,engine_idling
7167,air_conditioner
7168,car_horn
7173,dog_bark
7181,gun_shot
7182,jackhammer
7183,engine_idling
7184,air_conditioner
7186,dog_bark
7188,engine_idling
7189,air_conditioner
7192,engine_idling
7193,air_conditioner
7199,children_playing
7208,dog_bark
7209,children_playing
7210,siren
7214,engine_idling
7219,engine_idling
7220,engine_idling
7225,siren
7229,engine_idling
7230,siren
7234,dog_bark
7236,siren
7237,street_music
7238,drilling
7239,jackhammer
7243,car_horn
7246,air_conditioner
7248,jackhammer
7254,dog_bark
7255,engine_idling
7261,engine_idling
7266,drilling
7267,engine_idling
7268,children_playing
7270,engine_idling
7271,siren
7273,engine_idling
7276,air_conditioner
7281,dog_bark
7282,dog_bark
7283,children_playing
7286,siren
7288,siren
7289,children_playing
7290,air_conditioner
7291,engine_idling
7293,dog_bark
7295,engine_idling
7296,siren
7299,air_conditioner
7300,air_conditioner
7301,engine_idling
7303,jackhammer
7304,siren
7306,car_horn
7308,street_music
7310,air_conditioner
7312,siren
7314,air_conditioner
7317,engine_idling
7318,engine_idling
7324,dog_bark
7325,drilling
7327,engine_idling
7334,street_music
7335,street_music
7339,dog_bark
7341,siren
7342,siren
7348,dog_bark
7350,siren
7351,children_playing
7353,engine_idling
7355,gun_shot
7356,children_playing
7357,drilling
7363,jackhammer
7365,siren
7368,air_conditioner
7371,jackhammer
7373,dog_bark
7390,street_music
7391,siren
7393,engine_idling
7394,siren
7395,air_conditioner
7396,air_conditioner
7397,dog_bark
7402,engine_idling
7406,children_playing
7407,engine_idling
7411,siren
7413,gun_shot
7415,dog_bark
7416,engine_idling
7420,dog_bark
7421,engine_idling
7422,dog_bark
7427,jackhammer
7428,engine_idling
7433,air_conditioner
7434,dog_bark
7435,drilling
7438,jackhammer
7440,engine_idling
7441,jackhammer
7442,street_music
7444,children_playing
7445,dog_bark
7453,dog_bark
7454,children_playing
7461,dog_bark
7464,engine_idling
7466,dog_bark
7470,air_conditioner
7473,gun_shot
7474,jackhammer
7477,engine_idling
7480,jackhammer
7481,engine_idling
7484,air_conditioner
7485,engine_idling
7486,air_conditioner
7487,gun_shot
7489,engine_idling
7491,street_music
7492,engine_idling
7496,siren
7498,siren
7502,engine_idling
7511,engine_idling
7512,dog_bark
7514,street_music
7515,dog_bark
7517,siren
7526,engine_idling
7527,engine_idling
7533,dog_bark
7534,engine_idling
7535,dog_bark
7536,engine_idling
7537,car_horn
7540,air_conditioner
7544,engine_idling
7545,jackhammer
7546,street_music
7549,street_music
7551,street_music
7554,engine_idling
7555,children_playing
7557,siren
7559,siren
7562,dog_bark
7564,street_music
7571,siren
7572,dog_bark
7575,siren
7583,gun_shot
7587,car_horn
7588,car_horn
7590,engine_idling
7591,engine_idling
7594,children_playing
7603,engine_idling
7605,dog_bark
7606,children_playing
7608,engine_idling
7615,jackhammer
7616,jackhammer
7621,street_music
7624,street_music
7627,siren
7628,jackhammer
7630,drilling
7632,dog_bark
7635,air_conditioner
7637,engine_idling
7640,engine_idling
7643,jackhammer
7647,dog_bark
7649,drilling
7652,engine_idling
7654,siren
7658,engine_idling
7659,dog_bark
7660,street_music
7661,dog_bark
7662,street_music
7663,jackhammer
7666,street_music
7667,engine_idling
7668,engine_idling
7670,siren
7676,siren
7678,car_horn
7684,engine_idling
7691,engine_idling
7692,jackhammer
7693,engine_idling
7695,air_conditioner
7698,children_playing
7701,jackhammer
7703,children_playing
7704,drilling
7708,air_conditioner
7709,engine_idling
7714,gun_shot
7716,dog_bark
7717,dog_bark
7719,air_conditioner
7722,siren
7728,air_conditioner
7731,dog_bark
7732,street_music
7737,air_conditioner
7741,siren
7746,drilling
7749,dog_bark
7752,siren
7753,air_conditioner
7755,engine_idling
7757,jackhammer
7758,dog_bark
7760,children_playing
7763,jackhammer
7764,children_playing
7767,siren
7771,air_conditioner
7772,engine_idling
7773,siren
7774,engine_idling
7778,children_playing
7781,street_music
7782,air_conditioner
7786,engine_idling
7789,siren
7790,dog_bark
7793,engine_idling
7794,jackhammer
7797,jackhammer
7798,dog_bark
7799,engine_idling
7801,siren
7803,air_conditioner
7805,dog_bark
7808,children_playing
7809,air_conditioner
7811,children_playing
7812,jackhammer
7815,street_music
7816,street_music
7820,engine_idling
7823,air_conditioner
7832,engine_idling
7834,street_music
7840,dog_bark
7841,air_conditioner
7847,siren
7848,air_conditioner
7849,engine_idling
7851,engine_idling
7852,engine_idling
7857,engine_idling
7859,children_playing
7863,children_playing
7864,engine_idling
7866,street_music
7877,siren
7878,jackhammer
7884,drilling
7885,jackhammer
7886,children_playing
7887,dog_bark
7888,engine_idling
7889,engine_idling
7894,jackhammer
7895,engine_idling
7902,jackhammer
7903,street_music
7905,jackhammer
7906,engine_idling
7907,engine_idling
7912,children_playing
7913,engine_idling
7915,dog_bark
7921,engine_idling
7923,siren
7924,engine_idling
7925,siren
7926,drilling
7934,car_horn
7937,street_music
7940,children_playing
7945,air_conditioner
7947,jackhammer
7948,engine_idling
7950,children_playing
7953,jackhammer
7957,street_music
7958,jackhammer
7960,dog_bark
7962,dog_bark
7967,engine_idling
7968,dog_bark
7971,siren
7972,jackhammer
7973,children_playing
7974,engine_idling
7983,dog_bark
7984,siren
7986,street_music
7987,dog_bark
7991,siren
8001,children_playing
8003,jackhammer
8005,jackhammer
8006,street_music
8007,jackhammer
8010,car_horn
8011,engine_idling
8015,siren
8017,dog_bark
8018,car_horn
8019,children_playing
8023,children_playing
8026,jackhammer
8030,dog_bark
8031,drilling
8038,air_conditioner
8039,jackhammer
8040,drilling
8041,engine_idling
8044,air_conditioner
8045,car_horn
8051,siren
8054,engine_idling
8056,gun_shot
8059,children_playing
8063,siren
8065,siren
8066,jackhammer
8070,engine_idling
8082,air_conditioner
8083,siren
8087,children_playing
8089,children_playing
8091,street_music
8094,drilling
8096,engine_idling
8098,air_conditioner
8102,dog_bark
8107,drilling
8109,siren
8112,engine_idling
8113,children_playing
8115,dog_bark
8116,car_horn
8117,engine_idling
8120,dog_bark
8121,children_playing
8123,engine_idling
8124,dog_bark
8126,air_conditioner
8129,jackhammer
8132,jackhammer
8134,engine_idling
8136,air_conditioner
8138,engine_idling
8139,engine_idling
8141,air_conditioner
8147,dog_bark
8149,air_conditioner
8153,air_conditioner
8157,siren
8158,air_conditioner
8159,jackhammer
8160,engine_idling
8162,siren
8163,siren
8164,air_conditioner
8165,gun_shot
8169,engine_idling
8170,engine_idling
8175,children_playing
8178,siren
8179,street_music
8186,air_conditioner
8196,street_music
8197,engine_idling
8198,engine_idling
8203,street_music
8204,dog_bark
8206,engine_idling
8207,engine_idling
8209,air_conditioner
8212,engine_idling
8214,jackhammer
8218,drilling
8222,air_conditioner
8223,street_music
8224,air_conditioner
8225,gun_shot
8226,children_playing
8230,engine_idling
8235,engine_idling
8237,jackhammer
8240,engine_idling
8242,street_music
8245,engine_idling
8248,children_playing
8250,engine_idling
8254,siren
8255,dog_bark
8256,gun_shot
8267,jackhammer
8269,street_music
8273,street_music
8275,dog_bark
8276,engine_idling
8278,siren
8281,gun_shot
8284,jackhammer
8286,air_conditioner
8288,air_conditioner
8290,drilling
8291,dog_bark
8292,air_conditioner
8295,street_music
8298,engine_idling
8301,engine_idling
8303,air_conditioner
8304,siren
8309,engine_idling
8312,engine_idling
8316,engine_idling
8319,dog_bark
8320,jackhammer
8321,drilling
8326,engine_idling
8328,dog_bark
8329,dog_bark
8331,children_playing
8336,engine_idling
8339,children_playing
8340,gun_shot
8341,dog_bark
8342,street_music
8343,engine_idling
8348,jackhammer
8349,children_playing
8350,jackhammer
8355,street_music
8358,street_music
8359,drilling
8362,dog_bark
8363,drilling
8367,drilling
8371,drilling
8372,children_playing
8373,children_playing
8374,car_horn
8375,dog_bark
8376,air_conditioner
8379,dog_bark
8383,siren
8385,engine_idling
8388,engine_idling
8389,dog_bark
8390,drilling
8394,street_music
8398,street_music
8400,street_music
8402,engine_idling
8404,street_music
8405,engine_idling
8408,dog_bark
8413,dog_bark
8414,engine_idling
8415,dog_bark
8418,engine_idling
8423,street_music
8426,car_horn
8433,dog_bark
8436,dog_bark
8439,street_music
8451,dog_bark
8452,dog_bark
8454,siren
8455,children_playing
8456,air_conditioner
8461,car_horn
8463,street_music
8468,dog_bark
8478,street_music
8480,engine_idling
8481,air_conditioner
8487,dog_bark
8488,jackhammer
8489,air_conditioner
8490,air_conditioner
8494,street_music
8495,jackhammer
8497,car_horn
8504,drilling
8505,dog_bark
8506,engine_idling
8509,street_music
8516,car_horn
8517,air_conditioner
8521,air_conditioner
8525,drilling
8528,street_music
8529,jackhammer
8530,drilling
8532,drilling
8533,children_playing
8537,street_music
8541,engine_idling
8545,engine_idling
8548,drilling
8549,engine_idling
8550,engine_idling
8551,air_conditioner
8554,jackhammer
8555,dog_bark
8556,drilling
8557,engine_idling
8559,street_music
8561,air_conditioner
8563,car_horn
8566,engine_idling
8567,dog_bark
8572,dog_bark
8573,engine_idling
8574,jackhammer
8576,gun_shot
8577,dog_bark
8583,dog_bark
8585,dog_bark
8591,engine_idling
8592,dog_bark
8593,dog_bark
8600,engine_idling
8601,gun_shot
8602,dog_bark
8606,engine_idling
8608,air_conditioner
8619,children_playing
8622,siren
8623,engine_idling
8629,dog_bark
8631,jackhammer
8633,engine_idling
8634,car_horn
8638,dog_bark
8642,children_playing
8645,siren
8647,engine_idling
8648,car_horn
8652,siren
8655,engine_idling
8661,street_music
8662,street_music
8668,air_conditioner
8669,jackhammer
8671,engine_idling
8672,engine_idling
8674,car_horn
8680,dog_bark
8683,gun_shot
8686,engine_idling
8687,siren
8688,street_music
8689,dog_bark
8692,dog_bark
8696,drilling
8697,street_music
8698,street_music
8700,air_conditioner
8702,air_conditioner
8708,street_music
8718,children_playing
8719,jackhammer
8730,jackhammer
8731,children_playing
